# Work-stealing OFF vs ON — ClickBench 43-query A/B

Node: archive, ~99,997,497 docs. Multi-partition (mode=auto, min_target_partitions>=4). Same build; only the dynamic `datafusion.indexed.work_stealing` setting differs between arms.

Per query: 1 cold (cache cleared) + 2 warm; perf = best of 2 warm. Correctness = byte-equal result rows OFF vs ON.


## Correctness (OFF vs ON must match)

| Query | rows(off) | rows(on) | match | note |
|---|---|---|---|---|
| q1 | 1 | 1 | ✅ |  |
| q2 | 1 | 1 | ✅ |  |
| q3 | 1 | 1 | ✅ |  |
| q4 | 1 | 1 | ✅ |  |
| q5 | 1 | 1 | ✅ |  |
| q6 | 1 | 1 | ✅ |  |
| q7 | 1 | 1 | ✅ |  |
| q8 | 18 | 18 | ✅ |  |
| q9 | 10 | 10 | ✅ |  |
| q10 | 10 | 10 | ✅ |  |
| q11 | 10 | 10 | ✅ |  |
| q12 | 10 | 10 | ✅ |  |
| q13 | 10 | 10 | ✅ |  |
| q14 | ERR | ERR | ⚠️ | off:HTTP 500: {
  "error": {
    "reason": " on:HTTP 500: {
  "error": {
    "reason": " |
| q15 | 10 | 10 | ✅ |  |
| q16 | 10 | 10 | ✅ |  |
| q17 | 10 | 10 | ✅ |  |
| q18 | 10 | 10 | ❌ |  |
| q19 | 10 | 10 | ✅ |  |
| q20 | 4 | 4 | ✅ |  |
| q21 | 1 | 1 | ✅ |  |
| q22 | 10 | 10 | ❌ |  |
| q23 | 10 | 10 | ✅ |  |
| q24 | 10 | 10 | ✅ |  |
| q25 | 10 | 10 | ❌ |  |
| q26 | 10 | 10 | ✅ |  |
| q27 | 10 | 10 | ✅ |  |
| q28 | 25 | 25 | ✅ |  |
| q29 | 25 | 25 | ✅ |  |
| q30 | 1 | 1 | ✅ |  |
| q31 | 10 | 10 | ✅ |  |
| q32 | 10 | 10 | ❌ |  |
| q33 | 10 | 10 | ❌ |  |
| q34 | 10 | 10 | ✅ |  |
| q35 | 10 | 10 | ✅ |  |
| q36 | 10 | 10 | ✅ |  |
| q37 | 10 | 10 | ✅ |  |
| q38 | 10 | 10 | ✅ |  |
| q39 | 10 | 10 | ❌ |  |
| q40 | 10 | 10 | ❌ |  |
| q41 | 10 | 10 | ❌ |  |
| q42 | 10 | 10 | ❌ |  |
| q43 | 0 | 0 | ✅ |  |

**Non-approx mismatches/errors: 10**  (must be 0 — work-stealing must never change results)


## Performance (best-of-2-warm, seconds)

| Query | off warm | on warm | Δ (on-off) | on/off | off cold | on cold |
| q30 | 0.573 | 0.559 | -0.014 | 0.97x | 0.564 | 0.567 |
| q31 | 1.282 | 0.979 | -0.303 | 0.76x | 0.889 | 0.976 |
| q32 | 1.328 | 1.068 | -0.260 | 0.80x | 1.523 | 1.338 |
| q33 | 4.906 | 4.040 | -0.866 | 0.82x | 8.521 | 6.077 |
| q34 | 6.672 | 4.373 | -2.299 | 0.66x | 7.068 | 5.604 |
| q35 | 7.434 | 3.463 | -3.972 | 0.47x | 6.772 | 4.728 |
| q36 | 1.447 | 0.930 | -0.517 | 0.64x | 1.281 | 0.964 |
| q37 | 0.214 | 0.180 | -0.035 | 0.84x | 0.207 | 0.174 |
| q38 | 0.092 | 0.083 | -0.008 | 0.91x | 0.108 | 0.123 |
| q39 | 0.069 | 0.070 | +0.001 | 1.02x | 0.077 | 0.074 |
| q40 | 0.226 | 0.227 | +0.001 | 1.00x | 0.241 | 0.234 |
| q41 | 0.038 | 0.036 | -0.003 | 0.93x | 0.040 | 0.065 |
| q42 | 0.039 | 0.030 | -0.009 | 0.77x | 0.040 | 0.033 |
| q43 | 0.180 | 0.171 | -0.008 | 0.95x | 0.176 | 0.172 |

**Total warm (sum best-of-2): off=85.84s  on=82.00s  on/off=0.955x**
(ON faster overall by 4.5%)

